id_idrecco,Status_2022,project_name,secondary_name,country name,last_full_update_yr,area,starting_year,ending_year,duration,project_description,project_objective1,project_objective2,project_objective3,deforestation_driver,forest_type,project_type,dominant_type,precision_ar_type,protected_area,pa_name,pa_size,pa_proportion,country,FPIC,participatory_approach,location_details,legal_tenure,customary_use,contested,carbon_general_ND,carbon_credits_ND,financing_ND,communities_ND,Longitude,Latitude,Multiple locations,Region,jurisdiction_level1,jurisdiction_level2,crediting_period,er_period_calculation,annual_carbon_credits,total_carbon_credits,emission_reduction_buffer,emission_reduction_net,emission_reduction_gross,emission_leakage,other_emission,leakage_yesno,leakage_belt_perc,carbon_pool,carbon_pool_other,gas_type,gas_type_other,ref_period_start,ref_period_end,additionality_analyses,standard_1,is_certified_1,validation_date_1,standard_report_1,date_expired_1,standard_2,is_certified_2,validation_date_2,standard_report_2,date_expired_2,standard_3,is_certified_3,validation_date_3,standard_report_3,date_expired_3,source_2020,source_2022,monetary_benefit_yn,monetary_benefit_type,monetary_benefit_detail,Direct cash (y/n),employment_yn,employment_amount,non_cash_benefits_yn,non_cash_benefits_describe,economic_activities_list,economic_activities_details,tenure_yn,tenure_describe,education_yn,education_describe,restriction_yn,restriction_describe,enhancement_yn,enhancement_describe,infrastructure_yn,infrastructure_describe,wellbeing_yn
594,TBC,Improving Rural Livelihoods through Climate Change Mitigation by Adopting Agro-Forestry Practices in Andhra Pradesh. India,Enhancing Livelihoods of small farmers through agroforestry practices,India,2020,1456,ND,2040,30,"The project aims to mobilize and facilitate resource poor farmers to raise tree plantations on degraded farm lands and farm bunds. Farmers will be encouraged encourage them to plant species like Teak. Mango. and Cashew.
The project will establish woodlots/plantations through the provision of free seedlings/sapling from ongoing government antipoverty programmes.
Ultimately. the project aims to establish commercial forests through the afforestation/reforestation of degraded areas. improve environmental and socio-economic conditions of resource poor communities. and generate revenues from the sale of carbon credits.",development. social development,return on investment,biodiversity conservation,ND,other,ARR,ARR,agroforestry,no,NA,NA,NA,NA,ND,yes,3 Districts in Andhra Pradesh (Srikakulam. Vizianagaram. and Visakhapatnam),private,private,no,few data or bad quality,ND,few data or bad quality,few data or bad quality,ND,ND,Non,Asia,State : Andhra Pradesh,District : Srikakulam. Vizianagaram. and Visakhapatnam,ND,,,ND,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,Plan vivo,intended,ND,http://www.planvivo.org/docs/Plan-Vivo-PIN-Andhra-Pradesh_India_FINAL.pdf,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.planvivo.org/wp-content/uploads/Plan-Vivo-PIN-Andhra-Pradesh_India_FINAL.pdf;
http://www.forestcarbonportal.com/project/enhancing-livelihoods-small-farmers-through-agroforestry-practices","http://www.planvivo.org/wp-content/uploads/Plan-Vivo-PIN-Andhra-Pradesh_India_FINAL.pdf;
http://www.forestcarbonportal.com/project/enhancing-livelihoods-small-farmers-through-agroforestry-practices",Yes,Conditional,60% of carbon credit sales given to farmers.,ND,Yes,ND,Yes,Programs related to economic activities,agroforestry | tree planting,Tree seedlings and saplings provided,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
602,TBC,Araku Valley Livelihood Project,Naandi,India,2020,6024,ND,2030,20,"The project plans to conduct an extensive program of tree planting. focusing on fruit trees in order to generate income the sale of NTFP (coffee. food crops…).
The project will turn a low carbon landscape into a high carbon multiple use landscape improving food security and generating additional income for the community.",development. social development,non timber production,climate,industrial wood exploitation. local livelihoods. slash and burn agriculture,humid,ARR,ARR,agroforestry,no,NA,NA,NA,NA,yes,yes,Araku Valley. in Andhra Pradesh;,private,private,no,good data,good data,good data,good data,82.8,18.083333,No,Asia,State : Andhra Pradesh,District : Araku Valley,2010-2030,,,1613199,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,VCS,certified,41967,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=15256&IDKEY=f097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87n21038024,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://cdm.unfccc.int/Projects/Validation/DB/U8PML4HH2RJCPDAV27DZRYOS6GKEB4/view.html;
http://www.livelihoods.eu/portfolio/naandi-india/;
http://www.naandi.org/what_we_do/moredetails_7b2a.aspx;
http://www.naandi.org/the-araku-way/
http://www.forestcarbonportal.com/project/naandi-araku;
http://www.vcsprojectdatabase.org/#/project_details/1328","http://cdm.unfccc.int/Projects/Validation/DB/U8PML4HH2RJCPDAV27DZRYOS6GKEB4/view.html;
http://www.livelihoods.eu/portfolio/naandi-india/;
http://www.naandi.org/what_we_do/moredetails_7b2a.aspx;
http://www.naandi.org/the-araku-way/
http://www.forestcarbonportal.com/project/naandi-araku;
http://www.vcsprojectdatabase.org/#/project_details/1328",Yes,Non-conditional,Payment from the sale of agricultural. timber and non-timber forest products,ND,ND,ND,Yes,training of trainers approach (ToT) to train the farmers of the project on local plantation techniques,agroforestry | processing and commercialization | tree planting,"Marketing and branding of coffee |  Plantation of Mango. Teak. Bamboo and Coffee ""3 million fruit trees planted over 6.000 hectares. which will provide shade for 3 million coffee plants.",No,Tenure clarification not mentioned,No,ND,No,Check,Yes,This project activity includes a mixture of trees and shrubs planted to convert degraded non-forest land into forest land.,No,Infrastructure development not described,No
636,TBC,Agricultural Land Management  project in Beed District. India implemented by Godrej Properties Ltd.,,India,2020,3275,ND,2036,20,The project represents particularly in the SALM context. The proposed project integrates sustainable agricultural land management practices aiming at soil carbon enhancement. since agriculture is the main source of income for the farmers involved in the project.,biodiversity conservation,participatory forest management,climate,local livelihoods,dry|humid,REDD,REDD,NA,ND,NA,NA,NA,NA,no,yes,in three villages: Bavi. Jamb and Zapewadi (Taluka. Shirur Kasar) of Beed District of the state Maharashtra,,,,good data,ND,good data,good data,74.131592,16.64787,No,Asia,State:  Maharashtra,District: Beed,2017-2036,,,675272,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,VCS,certified,43521,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=28275&IDKEY=miofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3o38991225,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://registry.verra.org/app/projectDetail/VCS/1704

https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=28275&IDKEY=miofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3o38991225","https://registry.verra.org/app/projectDetail/VCS/1704

https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=28275&IDKEY=miofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3o38991225",ND,ND,ND,ND,No,N/A,Yes,Training local community in the skills necessary to involve in the project activities |  Engaging with farming community and providing training and awareness on carbon sequestration project,agriculture,ND,Yes,Demarcating the boundary of individual farm holding by using GPS.,Yes,Implementing awareness programs among local communities to increase their appreciation of the long-term carbon value and their understanding of the impact of their activities to the agricultural systems.,No,Check,Yes,establishment of afforestation & agro horticulture plantation on grazing land/ common land,No,Check,No
667,TBC,Small scale Mirzapur JFM A/R CDM Project on degraded lands in Mirzapur Forest Division. Uttar Pradesh. India,,India,2020,763,ND,2072,60,The project aims to restore the degraded areas and enhance forest cover through reforestation activities in order to improve the livelihood and empower local people. The project also focuses on women empowerment. training and capacity building of front line forest staff. JFMC members. Forest User Groups (FUGs). and Self Help Groups (SHGs).,climate,biodiversity conservation,social development,local livelihoods,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,no,yes,Tikhor. Dangar Kheri. Jaukar Khurd. Dewari duwarkhas. Bghera Khurd. Pagar. Tendua Kalan. Lohra. Gaura Bisen. Gopalpur. Barkachha Kalan. Raha Kalan. Dobaha Devhata. Madpha and Belgawan.,,,,good data,ND,good data,good data,82.647701,24.935635,Yes,Asia,State: Uttar Pradesh,District: Mirzapur,2012-2032,,,213340,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CDM,certified,42303,https://cdm.unfccc.int/filestorage/1/2/I/12ISRJ0E4LFUDVA5QNZW9C8OTPMXH3/10217%20PDD.pdf?t=b3N8cWl1bjNqfDDyhEJTtdPpJwtNOJFjZatY,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://cdm.unfccc.int/Projects/DB/RWTUV1448455013.94/view

https://cdm.unfccc.int/filestorage/1/2/I/12ISRJ0E4LFUDVA5QNZW9C8OTPMXH3/10217%20PDD.pdf?t=b3N8cWl1bjNqfDDyhEJTtdPpJwtNOJFjZatY","https://cdm.unfccc.int/Projects/DB/RWTUV1448455013.94/view

https://cdm.unfccc.int/filestorage/1/2/I/12ISRJ0E4LFUDVA5QNZW9C8OTPMXH3/10217%20PDD.pdf?t=b3N8cWl1bjNqfDDyhEJTtdPpJwtNOJFjZatY",ND,ND,ND,ND,Yes,ND,Yes,training and capacity building |  training given to communities on sustainable management and conservation practices,agriculture | NTFP | tree planting,ND,No,Tenure clarification not mentioned,Yes,awareness and training to local communities in collaboration with the JFMC members on forest fire,No,Check,Yes,restore the degraded areas and enhance forest cover through reforestation activities with twenty six native tree species to be planted,No,Infrastructure development not described,No
668,TBC,Small scale Kashi JFM A/R CDM Project on degraded lands in Kashi Forest Division. Uttar Pradesh. India,,India,2020,320,ND,2072,60,The proposed small scale project activities strictly adhere on promoting Sustainable Forest Management (SFM) through involving local communities. The project also focuses on women empowerment. training and capacity building of front line forest staff. JFMC members. Forest User Groups (FUGs). and Self Help Groups (SHGs).,biodiversity conservation,social development,climate,mining. population increase,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,no,yes,Bodalpur. Golabad. Bojh. Farsapur. Lowari Khurd. Samsherpur. Gahila. Shahpur. Jamsot. Majhgawa,,,,good data,ND,good data,good data,83.249656,25.126577,Yes,Asia,State: Uttar Pradesh,Districts– Chandauli and Varanasi,2012-2032,,,93880,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CDM,certified,42303,https://cdm.unfccc.int/filestorage/S/F/O/SFOE0ZJ1I4LXMB5PH823AU7TYRWVDG/10219%20FValR.pdf?t=RXd8cWl1b2VsfDD489MMRMGo3hQNP1iQd_fP,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://cdm.unfccc.int/Projects/DB/RWTUV1448455024.29/view

https://cdm.unfccc.int/filestorage/P/4/D/P4D1VR6TZ9I5SG7OMCKFN2YHJLX0AB/10219%20PDD.pdf?t=d2Z8cWl1b2VqfDCvEvuJRxhZOGID-gLpLxsL","https://cdm.unfccc.int/Projects/DB/RWTUV1448455024.29/view

https://cdm.unfccc.int/filestorage/P/4/D/P4D1VR6TZ9I5SG7OMCKFN2YHJLX0AB/10219%20PDD.pdf?t=d2Z8cWl1b2VqfDCvEvuJRxhZOGID-gLpLxsL",ND,ND,ND,ND,Yes,ND,Yes,training given to communities on sustainable management and conservation practices,NTFP | tree planting,ND,No,Tenure clarification not mentioned,Yes,awareness and training to local communities in collaboration with the JFMC members on forest fire,No,Check,Yes,establishment of plantation of approximately thirteen native tree species in ten JFMCs covering an area of 320.51 hectare,No,Infrastructure development not described,No
670,TBC,Small scale Obra JFM A/R CDM Project on degraded lands in Obra Forest Division. Uttar Pradesh. India,,India,2020,326,ND,2072,60,"The proposed small-scale A/R project activity focuses on promoting
Sustainable Forest Management (SFM) through the involvement of local communities. thereby
improving environment and alleviating poverty. The project also focuses on women
empowerment. training and capacity building of front line forest staff. JFMC members. Forest
User Groups (FUGs). and Self Help Groups (SHGs).",biodiversity conservation,social development,climate,local livelihoods,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,no,yes,Kota. Sinduriya. Bardiya. Parsoitola. Bairpur. Nadehari. Padrachh. Gidhiya. Kanhara. Semia,,,,good data,ND,good data,good data,83.078631,24.386575,Yes,Asia,State: Uttar Pradesh,District: Sonbhadra,2012-2032,,,117685,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CDM,certified,42334,https://cdm.unfccc.int/filestorage/E/P/M/EPMLC3GT8FD1SAYR7UQJIBWOV26H95/validation%20report.pdf?t=YWl8cWl1cngyfDAI_mcEPkJ5Pm9kxcmBDhNT,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://cdm.unfccc.int/Projects/DB/RWTUV1448454933.89/view

https://cdm.unfccc.int/filestorage/7/S/I/7SIO5PQ90FWY6A3M1DXUJGNE2B4KLC/055%20PDD.pdf?t=djF8cWl1cnhtfDBusAkW1pD9cC6cgwFsogqm","https://cdm.unfccc.int/Projects/DB/RWTUV1448454933.89/view

https://cdm.unfccc.int/filestorage/7/S/I/7SIO5PQ90FWY6A3M1DXUJGNE2B4KLC/055%20PDD.pdf?t=djF8cWl1cnhtfDBusAkW1pD9cC6cgwFsogqm",ND,ND,ND,ND,Yes,ND,Yes,training given to communities on sustainable management and conservation practices,NTFP | tree planting,ND,No,Tenure clarification not mentioned,Yes,awareness and training to local communities in collaboration with the JFMC members on forest fire,No,Check,Yes,establishment of plantation with 20 tree species,No,Infrastructure development not described,No
671,TBC,Small scale Sonbhadra JFM A/R CDM Project on degraded lands in Sonbhadra Forest Division. Uttar Pradesh. India,,India,2020,337,ND,2072,60,The project aims Besides. promotion of sustainable forest management through joint forest management practices. contributing in mitigating the climate change by removing CO2 from atmosphere and improving soil and water conservation. strengthening of community institutions such as Joint Forest Management Communities (JFMCs). Forest User Groups (FUGs) and Self Help Groups (SHGs)etc. and providing training and capacity building of Partner Non-Government Organisations (PNGOs). SHGs. FUGs and JFMCs members in order to improve and enhance livelihood opportunities at local level.,biodiversity conservation,social development,climate,infrastructure. local livelihoods. mining,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,no,yes,Tenudahi. Dhobi. Kodai. Padari. Dinari. Palpal. Patna. Siltham. Majhui. Lodha,,,,good data,ND,good data,good data,83.078631,24.386575,Yes,Asia,State: Uttar Pradesh,District: Sonbhadra,2012-2032,,,174438,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CDM,certified,42303,https://cdm.unfccc.int/filestorage/5/7/R/57RA1Q4BV62IYH3T9CFGNXEDLMOJ0U/10214%20FValR.pdf?t=QUx8cWl1c281fDAcmzB3bAfLklxX_lpAWPBY,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://cdm.unfccc.int/Projects/DB/RWTUV1448454988.55/view

https://cdm.unfccc.int/filestorage/S/D/E/SDE0612RYI3BMHVJGUF8CW54AOXZN7/10214%20PDD.pdf?t=RzJ8cWl1c255fDCnZnzMVrTeAVybcf_ZjRxj","https://cdm.unfccc.int/Projects/DB/RWTUV1448454988.55/view

https://cdm.unfccc.int/filestorage/S/D/E/SDE0612RYI3BMHVJGUF8CW54AOXZN7/10214%20PDD.pdf?t=RzJ8cWl1c255fDCnZnzMVrTeAVybcf_ZjRxj",ND,ND,ND,ND,Yes,ND,Yes,training given to communities on sustainable management and conservation practices,agriculture | NTFP | tree planting,ND,No,Tenure clarification not mentioned,Yes,awareness and training to local communities in collaboration with the JFMC members on forest fire,No,Check,Yes,enhance the forest cover and productivity through large scale afforestation activities,No,Infrastructure development not described,No
673,TBC,Small scale Mahoba JFM A/R CDM Project on degraded lands in Mahoba Forest Division. Uttar Pradesh. India,,India,2020,265,ND,2072,60,The major aims of the project are to restore the degraded areas and enhance forest cover through reforestation activities in order to improve the livelihood and empower local people. In addition to this other objectives of the project are promotion of sustainable forest management through joint forest management practices. contributing in mitigating the climate change by removing CO2 from atmosphere. improving soil and water conservation and strengthening of community institutions such as Joint Forest Management Communities (JFMCs). Forest User Groups (FUGs) and Self Help Groups (SHGs) etc.. capacity building of Partner Non-Government Organisations (PNGOs). SHGs. FUGs and JFMCs members through training in order to improve and enhance livelihood opportunities at local level.,biodiversity conservation,social development,climate,local livelihoods,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,no,yes,Bara. Sijhari. Bilkhi. Gorkha. Salat. Riccha. Roorikala. Tolapathar. Seegaon. Thurat. Indaura. Ladpura,,,,good data,ND,good data,good data,79.704995,25.361769,Yes,Asia,State: Uttar Pradesh,District: Mahoba,2012-2032,,,87120,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CDM,certified,42303,https://cdm.unfccc.int/filestorage/W/C/O/WCOLZ18SBKGJ63QY7P2R9MH4AEUVNX/10216%20FValR.pdf?t=SFl8cWl3OG1hfDBXfQQClAsgc-qTke3aqh6g,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://cdm.unfccc.int/Projects/DB/RWTUV1448455007.25/view

https://cdm.unfccc.int/filestorage/9/D/C/9DCMWS8VAREYNJB614GHF3257T0LUK/10216%20PDD.pdf?t=cmh8cWl3OG03fDDi68c6DZpX0SjX6jvUi1jr","https://cdm.unfccc.int/Projects/DB/RWTUV1448455007.25/view

https://cdm.unfccc.int/filestorage/9/D/C/9DCMWS8VAREYNJB614GHF3257T0LUK/10216%20PDD.pdf?t=cmh8cWl3OG03fDDi68c6DZpX0SjX6jvUi1jr",ND,ND,ND,ND,Yes,ND,Yes,trainings related to plantation techniques. nurseries development. use of good quality insecticides and pesticide. irrigation practices. water management. etc,agriculture | NTFP | tree planting,ND,No,Tenure clarification not mentioned,Yes,awareness and training to local communities in collaboration with the JFMC members on forest fire,No,Check,Yes,Reforestation of native tree species on the degraded land,No,Infrastructure development not described,No
685,TBC,Mamley Kamrang – Community-led REDD+ Project (MK– CRP) in Mamley Watershed of Sikkim,,India,2020,898,ND,ND,ND,"The project seeks to enhance forest cover and reduce loss of
forest through the community-led management of private
community land and forests in 25 villages. covering a total of
898.512 hectares of a watershed.",biodiversity conservation,climate,social development,local livelihoods,humid,REDD,REDD,NA,no,NA,NA,NA,NA,yes,yes,"located in the 37th Mamley Kamrang Gram Panchayat Unit (GPU) of Mamley
Watershed in Namchi. which is the capital of South District of Sikkim State. India",,,,good data,ND,good data,good data,88.454136,27.601029,No,Asia,State:  Sikkim,District: South Sikkim,ND,,,ND,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,Plan vivo,in process,ND,https://www.planvivo.org/Handlers/Download.ashx?IDMF=724508a5-91fd-4dda-8a17-d3f69bc5bccb,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://www.planvivo.org/pipeline

https://www.planvivo.org/Handlers/Download.ashx?IDMF=724508a5-91fd-4dda-8a17-d3f69bc5bccb

https://www.iucn.org/","https://www.planvivo.org/pipeline

https://www.planvivo.org/Handlers/Download.ashx?IDMF=724508a5-91fd-4dda-8a17-d3f69bc5bccb

https://www.iucn.org/",Check,Unclear,distribution of the carbon benefits to MKRS and then MKRS will distribute to the individual households,ND,ND,ND,No,Programs related to economic activities,agriculture | agroforestry | fuel efficient stoves | NTFP,ND,No,Tenure clarification not mentioned,Yes,Awareness generation and knowledge sharing,Yes,Smart patrolling to check unplanned extraction of forest resources |  Bio-fencing to reduce encroachment. illegal felling . etc.,Yes,enhance forests cover in the private community land |  Afforestation and Reforestation in non-forest lands for tree cover,No,Infrastructure development not described,No
511,TBC,Ulu Masen,Ulu Masen REDD demonstration project; Reducing Carbon Emissions from Deforestation in the Ulu Masen Ecosystem,Indonesia,2018,750000,ND,2038,30,The project will help the province avoid an estimated 85% of legal logging by using carbon finance to justify land reclassification and permanently eliminate the legal possibility of land conversion and logging. With carbon finance justification. areas currently zoned for logging will be reclassified as permanent protection forests and community-managed low-impact. limited production forest areas. This process will build on Governor Irwandi’s temporary logging moratorium and enable the Provincial government. in consultation with the national government. districts and Mukims. to design an alternative to the widely-expected continued logging and legal conversion Ulu Masen.,biodiversity conservation,influence national policy,social development,energy wood. illegal logging. industrial agriculture or cattle ranching. industrial wood exploitation. infrastructure. local livelihoods. mining,humid,REDD,REDD,NA,yes,Hutan Pinus/ Janthoi,ND,ND,1a,yes,ND,Pidie. Pidie Jaya. West Aceh. Aceh Jaya. Aceh Besar. and a small area of Central Aceh. Coordinates set according to the PDD,state,state. private and communities,yes,good data,ND,good data,good data,95.916667,5.08375,Yes,Asia,Province : Aceh,Regency : Pidie. Pidie Jaya. West Aceh. Aceh Jaya. Aceh Besar,2008-2038,,,100000000,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,expired,39484,http://www.climate-standards.org/2007/11/02/reducing-carbon-emissions-from-deforestation-in-the-ulu-masen-ecosystem/,41310,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"IGES project information:
http://www.redd-monitor.org/wordpress/wp-content/uploads/2013/03/occational_paper_no4.pdf

PDD: https://s3.amazonaws.com/CCBA/Projects/Reducing_Carbon_Emissions_from_Deforestation_in_the_Ulu_Masen_Ecosystem/Final_Ulu_Masen_CCBA_project_design_note_Dec29.pdf

http://www.climate-standards.org/2007/11/02/reducing-carbon-emissions-from-deforestation-in-the-ulu-masen-ecosystem/;

Debates on Ulu Masen on REDD-Monitor:
http://www.redd-monitor.org/tag/ulu-masen/","IGES project information:
http://www.redd-monitor.org/wordpress/wp-content/uploads/2013/03/occational_paper_no4.pdf

PDD: https://s3.amazonaws.com/CCBA/Projects/Reducing_Carbon_Emissions_from_Deforestation_in_the_Ulu_Masen_Ecosystem/Final_Ulu_Masen_CCBA_project_design_note_Dec29.pdf

http://www.climate-standards.org/2007/11/02/reducing-carbon-emissions-from-deforestation-in-the-ulu-masen-ecosystem/;

Debates on Ulu Masen on REDD-Monitor:
http://www.redd-monitor.org/tag/ulu-masen/",Yes,Conditional,Payment through carbon finance deposited into a fund.,ND,ND,ND,ND,ND,ND,ND,ND,ND,Yes,FPIC on REDD for stakeholder |  conservation curriculum materials |  Completion of two conservation education and awareness facilities (1 in Lhoong. 1 in Banda Aceh),ND,ND,ND,ND,Yes,educational facilities,ND
513,TBC,REDD+ in HCVA within Palm Oil Concession,Development of Carbon-finance Mechanisms for High Conservation Value Forests and Peatlands in Oil Palm-dominated Landscapes of Kalimantan,Indonesia,2020,7000,ND,ND,ND,"The project goal is to create a model to use REDD+ to finance conservation of HCV areas within palm oil concessions.
Three key approaches are being implemented.
- To engage oil palm estates in the development of Reducing Emissions from Deforestation and Degradation (REDD+) projects within concession borders in order to finance the protection of High Conservation Value Areas (HCVAs) and important ecological corridors
- To engage local communities on the development of REDD+ projects in their community forest areas
- To engage local government to provide an enabling environment for the protection of HCVAs across all concession land through policy improvement",biodiversity conservation,social development,non-timber production,industrial agriculture or cattle ranching,humid,REDD,REDD,NA,no,NA,NA,NA,NA,yes,yes,Ketapang and Kapuas Hulu Districts. West Kalimantan. Coordinates set for Ketapang; not precise location of the project,ND,private and communities,yes,few data or bad quality,ND,good data,few data or bad quality,109.971901,-1.859098,Yes,Asia,Province : West Kalimantan,Regency : Ketapang and Kapuas Hulu,ND,,,18000000,0,191738,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://forestclimatecenter.org/redd/2011-10-11%20Presentation%20-%20REDD+%20Pilot%20Project%20Development%20in%20Indonesia%20%28by%20FFI%29.pdf

http://www.sustainablepalmoil.org/ngos-policy/ngos/case-studies/development-of-carbon-finance-mechanisms-for-high-conservation-value-forests-and-peatlands-in-oil-palm-dominated-landscapes-of-kalimantan/;

http://www.fauna-flora.org/explore/indonesia/;","http://forestclimatecenter.org/redd/2011-10-11%20Presentation%20-%20REDD+%20Pilot%20Project%20Development%20in%20Indonesia%20%28by%20FFI%29.pdf

http://www.sustainablepalmoil.org/ngos-policy/ngos/case-studies/development-of-carbon-finance-mechanisms-for-high-conservation-value-forests-and-peatlands-in-oil-palm-dominated-landscapes-of-kalimantan/;

http://www.fauna-flora.org/explore/indonesia/;",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
515,TBC,Rewetting of Tropical Peat Swamp Forest in Sebangau National Park,,Indonesia,2020,568700,ND,2038,30,"The goal of the project is to reduce peat drainage and raise the groundwater level in the project area through the construction of dams based on a thorough hydrological analysis of the area accompanied by ongoing measurements of hydrological parameters in the watersheds. As a result of hydrological restoration. significant emissions of CO2 from peatlands in the project area will be prevented. As well. the raising of the groundwater level will increase the natural buffering capacity of peat forests minimizing the risk of both forest fires and floods.
The conservation of the peat swamp forest will also help to restore the peatland ecosystem and reduce poverty of several thousand families which depend directly and indirectly on the sustainable use of peatland resources in the project area. Additional activities implemented by WWF will further enhance livelihoods with income generating measures such as fish farming in the reservoir areas created by dams. afforestation with indigenous tropical species of commercial value. development of non-timber forest products such as rattan. handicraft materials. eco-tourism. other environmental services. fishery and sustainable farming.",biodiversity conservation,social development,non timber production,illegal logging. local livelihoods,humid,REDD,REDD,NA,yes,Sebangau National Park,568700,100%,ND,no,yes,"Sebangau National Park (SNP) in Central Kalimantan Province.
Republic of Indonesia. on the island of Borneo. Coordinates for  approx. center of plot according to PDD",state,state and communities,no,good data,ND,good data,good data,ND,ND,No,Asia,Province : Central Kalimantan,Regency : Katingan,2009-2038,,,910387,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,certified,41961,http://www.climate-standards.org/?s=Rewetting+of+Tropical+Peat+Swamp+Forest+in+Sebangau+National+Park,43787,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.climate-standards.org/2012/11/12/rewetting-of-tropical-peat-swamp-forest-in-sebangan-national-park-2/;

CCBA Project document: https://s3.amazonaws.com/CCBA/Projects/Rewetting_of_Tropical_Peat_Swamp_Forest_in_Sebangan_National_Park/131215_SNP+Peat+Rewettting+Project+-+CCB+PDD_clean+version.pdf;","http://www.climate-standards.org/2012/11/12/rewetting-of-tropical-peat-swamp-forest-in-sebangan-national-park-2/;

CCBA Project document: https://s3.amazonaws.com/CCBA/Projects/Rewetting_of_Tropical_Peat_Swamp_Forest_in_Sebangan_National_Park/131215_SNP+Peat+Rewettting+Project+-+CCB+PDD_clean+version.pdf;",Yes,Non-conditional,Communities will benefits from income-generating measures such as fish farming.,ND,Yes,ND,No,Programs related to economic activities,ecotourism | processing and commercialization | tree planting,Establishment of a canal blocking system (dams) |  afforestation. development of non-timber forest products such as rattan. handicraft materials. eco-tourism. other environmental services. fishery and sustainable farming.,No,Tenure clarification not mentioned,No,ND,No,Check,No,Check,No,Infrastructure development not described,No
